PC1,PC2,PC3,PC4
1.51,-0.28,0.00,-0.00
1.53,-0.28,-0.00,-0.00
1.56,-0.27,-0.00,-0.00
1.59,-0.27,0.00,-0.00
1.61,-0.26,-0.00,-0.00
1.63,-0.26,0.00,-0.00
1.66,-0.26,-0.00,-0.00
1.69,-0.25,-0.00,-0.00
1.71,-0.25,0.00,-0.00
1.74,-0.24,0.00,-0.00
1.77,-0.24,-0.00,-0.00
1.79,-0.23,0.00,-0.00
1.82,-0.23,0.00,-0.00
1.84,-0.22,-0.00,-0.00
1.87,-0.22,0.00,-0.00
1.89,-0.22,0.00,-0.00
1.92,-0.21,0.00,-0.00
1.95,-0.21,0.00,-0.00
1.97,-0.20,0.00,-0.00
2.00,-0.20,0.00,-0.00
2.02,-0.19,0.00,-0.00
2.05,-0.19,0.00,-0.00
2.08,-0.19,0.00,-0.00
2.10,-0.18,-0.00,-0.00
2.12,-0.18,0.00,-0.00
2.15,-0.17,-0.00,-0.00
2.18,-0.17,-0.00,-0.00
2.20,-0.16,0.00,-0.00
2.23,-0.16,0.00,-0.00
2.25,-0.16,0.00,-0.00
2.28,-0.15,-0.00,-0.00
2.30,-0.15,0.00,-0.00
2.33,-0.14,0.00,-0.00
2.36,-0.14,-0.00,-0.00
2.38,-0.13,0.00,-0.00
2.41,-0.13,0.00,-0.00
2.43,-0.13,0.00,-0.00
2.46,-0.12,0.00,-0.00
2.48,-0.12,0.00,-0.00
-2.32,-0.92,0.00,0.00
-2.29,-0.91,-0.00,0.00
-2.27,-0.91,0.00,0.00
-2.24,-0.90,-0.00,0.00
-2.21,-0.90,-0.00,0.00
-2.19,-0.90,0.00,0.00
-2.16,-0.89,0.00,0.00
-2.14,-0.89,-0.00,0.00
-2.11,-0.88,0.00,0.00
-2.09,-0.88,0.00,0.00
-2.06,-0.88,-0.00,0.00
-2.04,-0.87,0.00,0.00
-2.01,-0.87,-0.00,0.00
-1.99,-0.86,-0.00,0.00
-1.96,-0.86,-0.00,0.00
-1.94,-0.85,0.00,0.00
-1.91,-0.85,-0.00,0.00
-1.88,-0.85,-0.00,0.00
-1.86,-0.84,0.00,0.00
-1.83,-0.84,0.00,0.00
-1.81,-0.83,0.00,0.00
-1.78,-0.83,0.00,0.00
-1.75,-0.82,0.00,0.00
-1.73,-0.82,0.00,0.00
-1.70,-0.81,0.00,0.00
-1.67,-0.81,0.00,0.00
-1.65,-0.81,0.00,0.00
-1.62,-0.80,-0.00,0.00
-1.60,-0.80,0.00,0.00
-1.57,-0.79,0.00,0.00
-1.54,-0.79,-0.00,0.00
-1.52,-0.78,0.00,0.00
-1.49,-0.78,0.00,0.00
-1.47,-0.78,-0.00,0.00
-1.44,-0.77,0.00,0.00
-1.41,-0.77,0.00,0.00
-1.38,-0.76,0.00,0.00
-1.36,-0.76,0.00,0.00
-1.33,-0.75,-0.00,0.00
-1.31,-0.75,-0.00,0.00
-1.28,-0.75,0.00,0.00
-1.26,-0.74,0.00,0.00
-1.23,-0.74,0.00,0.00
-1.20,-0.73,0.00,0.00
-1.18,-0.73,0.00,0.00
-1.15,-0.72,0.00,0.00
-1.13,-0.72,-0.00,0.00
-1.10,-0.72,0.00,0.00
-1.07,-0.71,0.00,0.00
-1.05,-0.71,0.00,0.00
-1.03,-0.70,0.00,0.00
-1.00,-0.70,0.00,0.00
-0.97,-0.69,-0.00,0.00
-0.94,-0.69,-0.00,0.00
-0.92,-0.68,0.00,0.00
-0.89,-0.68,-0.00,0.00
-0.87,-0.68,0.00,0.00
-0.84,-0.67,0.00,0.00
-0.82,-0.67,0.00,0.00
-0.79,-0.66,-0.00,0.00
-0.76,-0.66,0.00,0.00
-0.74,-0.65,0.00,0.00
-0.71,-0.65,0.00,0.00
-0.69,-0.65,0.00,0.00
-0.66,-0.64,0.00,0.00
-0.64,-0.64,0.00,0.00
-0.61,-0.63,0.00,0.00
-0.58,-0.63,0.00,0.00
-0.56,-0.62,0.00,0.00
-0.53,-0.62,0.00,0.00
-0.51,-0.62,0.00,0.00
-0.48,-0.61,0.00,0.00
-0.45,-0.61,0.00,0.00
-0.43,-0.60,0.00,0.00
-0.40,-0.60,0.00,0.00
-0.38,-0.59,0.00,0.00
-0.35,-0.59,0.00,0.00
-0.33,-0.59,0.00,0.00
-0.30,-0.58,-0.00,0.00
-0.27,-0.58,0.00,0.00
-0.25,-0.57,0.00,0.00
-0.22,-0.57,0.00,0.00
-0.20,-0.56,0.00,0.00
-0.17,-0.56,0.00,0.00
-0.14,-0.56,0.00,0.00
-0.12,-0.55,0.00,0.00
-0.09,-0.55,0.00,0.00
-0.06,-0.54,0.00,0.00
-0.04,-0.54,0.00,0.00
-0.02,-0.53,0.00,0.00
0.01,-0.53,0.00,0.00
0.04,-0.53,0.00,0.00
0.06,-0.52,-0.00,0.00
0.09,-0.52,0.00,0.00
0.11,-0.51,-0.00,0.00
0.14,-0.51,0.00,0.00
0.16,-0.50,0.00,0.00
0.19,-0.50,-0.00,0.00
0.22,-0.50,0.00,-0.00
0.24,-0.49,0.00,-0.00
0.27,-0.49,0.00,-0.00
0.29,-0.48,0.00,-0.00
0.32,-0.48,0.00,-0.00
0.35,-0.47,0.00,-0.00
0.37,-0.47,0.00,-0.00
0.40,-0.47,0.00,-0.00
0.43,-0.46,0.00,-0.00
0.45,-0.46,0.00,-0.00
0.47,-0.45,0.00,-0.00
0.50,-0.45,0.00,-0.00
0.53,-0.44,0.00,-0.00
0.55,-0.44,-0.00,-0.00
0.58,-0.43,0.00,-0.00
0.61,-0.43,0.00,-0.00
0.63,-0.43,0.00,-0.00
0.65,-0.42,0.00,-0.00
0.68,-0.42,-0.00,-0.00
0.71,-0.41,0.00,-0.00
0.73,-0.41,0.00,-0.00
0.76,-0.40,0.00,-0.00
0.78,-0.40,0.00,-0.00
0.81,-0.40,0.00,-0.00
0.84,-0.39,0.00,-0.00
0.86,-0.39,0.00,-0.00
0.89,-0.38,0.00,-0.00
0.91,-0.38,-0.00,-0.00
0.94,-0.37,0.00,-0.00
0.96,-0.37,0.00,-0.00
0.99,-0.37,0.00,-0.00
1.02,-0.36,0.00,-0.00
1.05,-0.36,0.00,-0.00
1.07,-0.35,0.00,-0.00
1.10,-0.35,-0.00,-0.00
1.12,-0.34,0.00,-0.00
1.15,-0.34,-0.00,-0.00
1.17,-0.34,-0.00,-0.00
1.20,-0.33,0.00,-0.00
1.23,-0.33,0.00,-0.00
1.25,-0.32,0.00,-0.00
1.28,-0.32,0.00,-0.00
1.30,-0.31,0.00,-0.00
1.33,-0.31,0.00,-0.00
1.35,-0.31,0.00,-0.00
1.38,-0.30,0.00,-0.00
1.40,-0.30,-0.00,-0.00
1.43,-0.29,-0.00,-0.00
1.45,-0.29,0.00,-0.00
1.48,-0.28,-0.00,-0.00
1.51,-0.28,0.00,-0.00
1.53,-0.28,-0.00,-0.00
1.56,-0.27,-0.00,-0.00
1.59,-0.27,0.00,-0.00
1.61,-0.26,-0.00,-0.00
1.63,-0.26,0.00,-0.00
1.66,-0.26,-0.00,-0.00
1.69,-0.25,-0.00,-0.00
1.71,-0.25,0.00,-0.00
1.74,-0.24,0.00,-0.00
1.77,-0.24,-0.00,-0.00
1.79,-0.23,0.00,-0.00
1.82,-0.23,0.00,-0.00
1.84,-0.22,-0.00,-0.00
1.87,-0.22,0.00,-0.00
1.89,-0.22,0.00,-0.00
1.92,-0.21,0.00,-0.00
1.95,-0.21,0.00,-0.00
1.97,-0.20,0.00,-0.00
2.00,-0.20,0.00,-0.00
2.02,-0.19,0.00,-0.00
2.05,-0.19,0.00,-0.00
2.08,-0.19,0.00,-0.00
2.10,-0.18,-0.00,-0.00
2.12,-0.18,0.00,-0.00
2.15,-0.17,-0.00,-0.00
2.18,-0.17,-0.00,-0.00
2.20,-0.16,0.00,-0.00
2.23,-0.16,0.00,-0.00
2.25,-0.16,0.00,-0.00
2.28,-0.15,-0.00,-0.00
2.30,-0.15,0.00,-0.00
2.33,-0.14,0.00,-0.00
2.36,-0.14,-0.00,-0.00
2.38,-0.13,0.00,-0.00
2.41,-0.13,0.00,-0.00
2.43,-0.13,0.00,-0.00
2.46,-0.12,0.00,-0.00
2.48,-0.12,0.00,-0.00
-2.33,-0.84,0.00,0.00
-2.30,-0.85,-0.00,0.00
-2.30,-0.72,0.00,0.00
-2.28,-0.67,-0.00,0.00
-2.25,-0.67,-0.00,0.00
-2.24,-0.62,0.00,0.00
-2.21,-0.60,0.00,0.00
-2.19,-0.60,-0.00,0.00
-2.16,-0.57,0.00,0.00
-2.13,-0.62,0.00,0.00
-2.10,-0.65,-0.00,0.00
-2.08,-0.64,-0.00,0.00
-2.04,-0.66,-0.00,0.00
-2.02,-0.64,-0.00,0.00
-1.99,-0.66,-0.00,0.00
-1.97,-0.67,0.00,0.00
-2.01,-0.24,-0.00,0.00
-1.98,-0.27,-0.00,0.00
-2.07,0.44,0.00,0.00
-2.26,1.71,-0.00,0.00
-2.28,2.00,-0.00,0.00
-2.41,2.96,-0.00,0.00
-2.52,3.76,-0.00,0.00
-2.52,3.95,-0.00,0.00
-2.64,4.82,-0.00,0.00
-2.74,5.56,-0.00,0.00
-2.65,5.22,-0.00,0.00
-2.63,5.25,-0.00,0.00
-2.61,5.25,-0.00,0.00
-2.49,4.71,-0.00,0.00
-2.44,4.61,-0.00,0.00
-2.25,3.60,-0.00,0.00
-2.10,2.88,-0.00,0.00
-2.13,3.23,-0.00,0.00
-2.05,2.89,-0.00,0.00
-2.02,2.87,-0.00,0.00
-2.01,2.98,-0.00,0.00
-1.93,2.67,-0.00,0.00
-1.80,2.08,-0.00,0.00
-1.73,1.81,-0.00,0.00
-1.72,1.88,-0.00,0.00
-1.67,1.74,-0.00,0.00
-1.55,1.18,-0.00,0.00
-1.57,1.48,-0.00,0.00
-1.52,1.30,-0.00,0.00
-1.43,0.92,-0.00,0.00
-1.40,0.89,-0.00,0.00
-1.34,0.68,-0.00,0.00
-1.36,1.00,-0.00,0.00
-1.32,0.92,0.00,0.00
-1.24,0.59,-0.00,0.00
-1.23,0.68,-0.00,0.00
-1.21,0.73,-0.00,0.00
-1.14,0.49,-0.00,0.00
-1.17,0.82,-0.00,0.00
-1.16,0.88,-0.00,0.00
-1.13,0.89,-0.00,0.00
-1.10,0.91,-0.00,0.00
-1.05,0.73,-0.00,0.00
-1.08,1.08,-0.00,0.00
-1.03,0.93,-0.00,0.00
-1.01,0.98,-0.00,0.00
-0.99,0.99,-0.00,0.00
-0.95,0.95,-0.00,0.00
-0.90,0.76,-0.00,0.00
-0.90,0.94,-0.00,0.00
-0.86,0.89,-0.00,0.00
-0.81,0.75,-0.00,0.00
-0.79,0.76,-0.00,0.00
-0.75,0.70,-0.00,0.00
-0.73,0.75,-0.00,0.00
-0.75,0.98,-0.00,0.00
-0.66,0.62,-0.00,0.00
-0.69,0.99,-0.00,0.00
-0.66,0.94,-0.00,0.00
-0.64,0.99,-0.00,0.00
-0.60,0.91,0.00,0.00
-0.58,0.95,-0.00,0.00
-0.52,0.77,-0.00,0.00
-0.50,0.79,0.00,0.00
-0.50,0.93,-0.00,0.00
-0.48,0.97,0.00,0.00
-0.45,0.98,-0.00,0.00
-0.41,0.86,-0.00,0.00
-0.39,0.92,-0.00,0.00
-0.37,0.99,-0.00,-0.00
-0.27,0.51,-0.00,0.00
-0.31,0.92,-0.00,-0.00
-0.27,0.82,-0.00,-0.00
-0.24,0.82,-0.00,-0.00
-0.21,0.79,-0.00,-0.00
-0.18,0.76,-0.00,-0.00
-0.16,0.79,-0.00,-0.00
-0.13,0.81,0.00,-0.00
-0.09,0.70,-0.00,-0.00
-0.07,0.77,0.00,-0.00
-0.07,0.88,0.00,-0.00
-0.03,0.83,-0.00,-0.00
-0.01,0.85,0.00,-0.00
0.04,0.69,-0.00,-0.00
0.06,0.78,0.00,-0.00
0.07,0.88,-0.00,-0.00
0.13,0.66,-0.00,-0.00
0.18,0.50,0.00,-0.00
0.16,0.79,-0.00,-0.00
0.22,0.62,-0.00,-0.00
0.22,0.75,-0.00,-0.00
0.28,0.58,-0.00,-0.00
0.29,0.67,-0.00,-0.00
0.29,0.83,-0.00,-0.00
0.34,0.68,-0.00,-0.00
0.33,0.90,-0.00,-0.00
0.37,0.85,-0.00,-0.00
0.39,0.87,-0.00,-0.00
0.42,0.80,0.00,-0.00
0.43,0.90,0.00,-0.00
0.48,0.78,-0.00,-0.00
0.50,0.85,0.00,-0.00
0.56,0.59,0.00,-0.00
0.57,0.72,0.00,-0.00
0.58,0.85,-0.00,-0.00
0.62,0.72,-0.00,-0.00
0.62,0.90,0.00,-0.00
0.66,0.83,-0.00,-0.00
0.69,0.78,-0.00,-0.00
0.71,0.85,-0.00,-0.00
0.77,0.63,-0.00,-0.00
0.75,0.92,-0.00,-0.00
0.80,0.81,-0.00,-0.00
0.86,0.59,0.00,-0.00
0.87,0.69,0.00,-0.00
0.86,0.89,-0.00,-0.00
0.88,0.92,-0.00,-0.00
0.92,0.89,-0.00,-0.00
0.96,0.81,-0.00,-0.00
1.00,0.67,-0.00,-0.00
1.00,0.84,0.00,-0.00
1.03,0.83,-0.00,-0.00
1.10,0.55,0.00,-0.00
1.09,0.78,0.00,-0.00
1.13,0.71,0.00,-0.00
1.14,0.83,0.00,-0.00
1.16,0.86,0.00,-0.00
1.19,0.80,-0.00,-0.00
1.21,0.85,-0.00,-0.00
1.27,0.69,-0.00,-0.00
1.27,0.79,-0.00,-0.00
1.28,0.94,-0.00,-0.00
1.33,0.77,0.00,-0.00
1.37,0.71,-0.00,-0.00
1.37,0.89,-0.00,-0.00
1.42,0.73,0.00,-0.00
1.42,0.86,-0.00,-0.00
1.46,0.81,0.00,-0.00
1.46,0.91,-0.00,-0.00
1.52,0.76,-0.00,-0.00
1.56,0.68,0.00,-0.00
1.54,0.98,-0.00,-0.00
1.54,1.12,-0.00,-0.00
1.60,0.92,-0.00,-0.00
1.58,1.18,-0.00,-0.00
1.57,1.40,-0.00,-0.00
1.61,1.33,-0.00,-0.00
1.64,1.27,0.00,-0.00
1.67,1.27,0.00,-0.00
1.70,1.26,-0.00,-0.00
1.74,1.20,0.00,-0.00
1.78,1.13,0.00,-0.00
1.81,1.09,-0.00,-0.00
1.84,1.04,0.00,-0.00
1.91,0.79,0.00,-0.00
1.90,1.03,-0.00,-0.00
1.93,0.97,0.00,-0.00
1.96,0.96,-0.00,-0.00
1.98,1.00,-0.00,-0.00
2.02,0.90,0.00,-0.00
2.04,0.94,0.00,-0.00
2.06,0.97,0.00,-0.00
2.13,0.77,-0.00,-0.00
2.13,0.90,0.00,-0.00
2.17,0.84,0.00,-0.00
2.19,0.85,-0.00,-0.00
2.19,1.04,0.00,-0.00
2.23,0.94,0.00,-0.00
2.23,1.09,0.00,-0.00
2.25,1.13,0.00,-0.00
2.31,0.93,0.00,-0.00
